OFFICIAL_NAME,COUNTY_NAME,OFFICIAL_SIZE_VALUE,OFFICIAL_MAX_DEPTH_VALUE,PLSS,WBIC
Lake Eau Galle,Dunn,359.8,18,T26N R13W S31 NW SW,2056600
Lake Eleven,Taylor,11.27,35,T31N R2W S11 SW NE,1760300
Lake Ellen,Sheboygan,111.94,42,T14N R21E S31 NE NE,32500
Lake Emery,Marquette,31.53,12,T15N R9E S17 NE NE,168800
Lake Emily,Portage,107.53,35,T23N R10E S18 NW SE,189800
Lake Emily,Dodge,268.23,10,T13N R13E S5 SE NW,161600
Lake Five,Bayfield,57.28,10,T43N R5W S34 NW NW,1858900
Lake Five,Waukesha,103.74,23,T9N R19E S32 SW SE,777400
Lake Five,Washington,103.74,23,T9N R19E S32 SW SE,777400
Lake Four,Rusk,22.62,54,T33N R9W S26 NW SE,2356200
Lake Galilee,Ashland,211.54,23,T44N R2W S15 SW SE,2935500
Lake George,Columbia,37.62,22,T12N R9E S13 NW SW,994800
Lake Gordon,Forest,50.52,30,T37N R16E S8 NE NW,501800
"Lake Hallie, Lake Hallie 2",Chippewa,78.64,13,T28N R9W S27 NE NE,2150200
Lake Helane,Sawyer,48.97,24,T42N R7W S16 NE SE,1859100
Lake Helen,Vilas,16.15,52,T44N R5E S32 NE SW,1859200
Lake Helen,Portage,88.79,20,T25N R10E S25 NW SW,287200
Lake Huron,Waushara,41.29,46,T20N R9E S22 NW SE,994900
Lake Ivanhoe,Walworth,46.04,10,T2N R18E S34 SE NE,756700
Lake John,Oconto,98.67,23,T33N R16E S15 SW NE,470600
Lake Julia,Oneida,240.66,19,T36N R8E S12 SE SE,995000
Lake Julia,Marinette,72.24,20,T33N R21E S36 NE NW,530400
Lake Kathleen,Oconto,22.63,30,T32N R15E S21 SW SW,493200
Lake Keesus,Waukesha,235.24,42,T8N R18E S14 NE NW,852400
Lake Kegonsa,Dane,3200.42,32,T6N R11E S20 SW NE,802600
Lake Knotting,Bayfield,75.96,15,T44N R6W S21 SE SW,2734700
Lake Koshkonong,Rock,10595.44,7,T4N R13E S7 NE NW,808700
Lake Koshkonong,Jefferson,10595.44,7,T4N R13E S7 NE NW,808700
Lake Koshkonong,Dane,10595.44,7,T4N R13E S7 NE NW,808700
Lake Laura,Forest,105.84,22,T37N R16E S9 NW NE,501900
Lake Laura,Vilas,627.58,43,T41N R8E S1 SE SW,995200
Lake Lenwood,Washington,15.04,38,T11N R19E S1 SE NE,28600
Lake Lime,Portage,45.42,29,T23N R10E S31 SW SW,190100
Lake Lizzie,Bayfield,16.13,5,T44N R6W S15 SW SE,2896800
Lake Lorraine,Walworth,155,8,T3N R15E S9 NW SE,777500
Lake Lucerne,Forest,1038.64,73,T35N R13E S10 NW SW,396500
Lake Lucerne,Waushara,41.57,33,T18N R11E S20 NE NE,104600
Lake Maria,Green Lake,563.11,6,T14N R12E S25 NE SE,161900
Lake Mary,Marinette,185.62,38,T33N R21E S25 NE SW,530500
Lake Mary,Kenosha,327.38,33,T1N R19E S28 NW SW,743000
Lake Mendota,Dane,9780.72,83,T7N R9E S12 SE NW,805400
Lake Menomin,Dunn,1008.64,34,T28N R13W S26 NW NE,2065900
Lake Millicent,Bayfield,182.69,53,T47N R8W S27 NW SW,2903700
Lake Minnesuing,Douglas,450.23,43,T46N R11W S10 SW NW,2866200
Lake Mohawksin,Lincoln,1515.02,25,T34N R6E S10 SW SW,1515400
Lake Monona,Dane,3358.93,74,T7N R10E S20 SW NE,804600
Lake Montanis,Barron,211.68,14,T35N R11W S34 SE NE,2103200
Lake Morris,Waushara,116.97,40,T19N R11E S16 SE SE,246500
Lake Nancy,Washburn,757.27,39,T42N R13W S33 SW NE,2691500
Lake Napowan,Waushara,52.12,18,T19N R11E S2 SE NE,190200
Lake Nebagamon,Douglas,985.56,56,T47N R11W S36 NE NW,2865000
Lake Newman,Douglas,10.29,12,T46N R13W S8 SW SE,2858400
Lake Nineteen,Taylor,17.71,45,T32N R1W S19 NE SE,2165000
Lake Nokomis,Lincoln,2274.24,33,T35N R6E S4 NE SW,1516500
Lake Nokomis,Bayfield,8.58,20,T47N R7W S30 NE NW,2765500
Lake Nokomis,Oneida,2274.24,33,T35N R6E S4 NE SW,1516500
Lake Noquebay,Marinette,2397.84,51,T32N R21E S18 NW SE,525900
Lake Nymphaea,Waupaca,1.56,40,T22N R11E S26 SW SE,203800
Lake Onalaska,La Crosse,8391.17,40,T16N R8W S14 NW NE,728100
Lake Orlando,Waupaca,9,39,T21N R11E S5 NE NE,262600
Lake Owen,Bayfield,1249.9,95,T44N R7W S11 SW SW,2900200
Lake Pesobic,Lincoln,147.3,11,T32N R6E S36 SW SE,1481600
Lake Placid,Sawyer,178.34,30,T41N R7W S20 NW NE,2436500
Lake Poygan,Waushara,14024.1,11,T19N R14E S1 SE SE,242800
Lake Poygan,Winnebago,14024.1,11,T19N R14E S1 SE SE,242800
Lake Redstone,Sauk,604.53,36,T13N R3E S24 SW SE,1280400
Lake Ree,Bayfield,23.28,15,T44N R6W S28 NW NW,2765800
Lake Ripley,Jefferson,419.5,44,T6N R13E S7 NE NW,809600
Lake Rose,Vilas,3.92,39,T44N R5E S32 NW SE,1878000
Lake Ruth,Bayfield,65.55,30,T47N R8W S31 SW SW,2765900
Lake Salsich,Vilas,49.13,38,T41N R8E S11 SE SE,995900
Lake Seven,Sheboygan,25.55,25,T13N R20E S7 NE NW,37800
Lake Seventeen,Oneida,175.54,37,T38N R6E S17 NW SE,996100
Lake Shangrila,Kenosha,73.93,24,T1N R21E S31 NW NW,734700
Lake Sharon,Marquette,47.36,30,T17N R9E S1 NW SW,104700
Lake Sherwood,Adams,216.02,27,T20N R6E S17 SE NW,1377900
Lake Six,Iron,142.44,15,T43N R2E S6 SE SE,2294500
Lake Sixteen,Sheboygan,6.33,13,T13N R20E S16 SE NW,11800
Lake Sixteen,Price,104.41,5,T36N R1W S16 NW NE,2237300
Lake Tahkodah,Bayfield,147.82,18,T44N R7W S34 SE SE,2473500
Lake Ten,Price,42.01,37,T36N R1W S10 NW NE,1859400
Lake Thirty,Taylor,20.4,30,T32N R1W S30 NE SW,1762500
Lake Thirty,Barron,75.49,27,T36N R12W S30 SW NE,2099900
Lake Thompson,Oneida,401.21,30,T36N R9E S2 SE SW,1569900
Lake Three,Ashland,61.39,13,T44N R4W S3 SW SW,2915800
Lake Tomah,Monroe,245.49,19,T18N R1W S32 SE SE,1342100
Lake Twelve,Washington,44.83,20,T12N R20E S12 NW NE,29700
Lake Wandawega,Walworth,119.52,8,T3N R16E S2 SE SE,740700
Lake Waubesa,Dane,2074.5,38,T6N R10E S3 SW NW,803700
Lake Wausau,Marathon,1850.97,30,T28N R7E S24 SW NW,1437500
Lake Wingra,Dane,336.27,14,T7N R9E S27 NE NE,805000
Lake Winnebago,Calumet,131938.75,21,T20N R17E S23 NE NE,131100
Lake Winnebago,Fond du Lac,131938.75,21,T20N R17E S23 NE NE,131100
Lake Winnebago,Winnebago,131938.75,21,T20N R17E S23 NE NE,131100
Lake Winneconne,Winnebago,4552.84,9,T19N R15E S21 NE NW,241600
Lake Wisconsin,Columbia,7197.1,24,T10N R6E S25 SE SW,1260600
Lake Wisconsin,Sauk,7197.1,24,T10N R6E S25 SE SW,1260600
Lake Wissota,Chippewa,6148.5,64.4,T28N R8W S3 NW SE,2152800
Lake Yolanda,Vilas,5.08,25,T44N R5E S32 NE NE,1859700
Lake of Dreams,Florence,62.21,15,T40N R15E S33 NE SW,679900
Lake of the Falls,Iron,296.94,23,T42N R3E S6 NE SW,2298300
Lake of the Pines,Sawyer,272.72,39,T38N R3W S22 NE NW,2275300
Lake of the Woods,Douglas,34.42,14,T45N R11W S17 SE NW,2473300
Lake of the Woods,Barron,46.35,55,T35N R14W S7 SW SW,2632100
Lake of the Woods,Polk,46.35,55,T35N R14W S7 SW SW,2632100
Lakeside Lake,Washburn,32.42,8,T41N R12W S2 NE SE,2473800
Lamont Lake,Polk,87.54,28,T36N R15W S30 NW NE,2668500
Landing Lake,Vilas,202.6,23,T43N R10E S33 SW NW,1630700
Langer Lake,Forest,38.83,35,T36N R15E S28 SE NW,502100
Lannon County Park Pond,Waukesha,14.35,50,T8N R20E S18 NE SW,740800
Largon Lake,Polk,134.84,10,T36N R15W S15 NE NE,2668100
Larrabee Lake,Chippewa,50.23,35,T32N R9W S24 SW NE,2352000
Larson Lake,Lincoln,11.31,40,T33N R7E S31 SE NW,1483200
Lauderdale Lakes,Walworth,,57,T4N R16E S36 NW SE,755500
Laura Lake,Waukesha,8.51,11,T7N R17E S20 SE SW,848500
Lawrence Lake,Langlade,50.09,47,T32N R12E S15 NW NW,997300
Lawrence Pond,Marquette,217.07,14,T16N R8E S9 SE NE,167000
Lazy Island Lake,Washburn,52.49,52,T37N R10W S18 NE SW,1859900
Lazy Lake (Fall R Millpond),Columbia,205.99,8,T11N R12E S26 SW NW,843400
Le Tourneau Lake,Price,119.53,16,T39N R2W S33 NE SE,2286900
Lea Flowage (Lea Lake),Rusk,221.53,9,T36N R6W S14 NW NE,2361900
Leach Lake,Washburn,25.19,32,T37N R13W S19 SE NW,2474400
Leader Lake,Douglas,171.06,56,T43N R12W S21 SE NW,2693800
League Lake,Kenosha,15.56,22,T2N R20E S35 SW SE,738700
Leda Lake,Racine,12.5,22,T3N R19E S20 SW NE,759200
Lee Lake,Oneida,65.23,44,T38N R6E S15 NE SE,997400
Lee Lake,Jackson,29.71,14,T20N R2W S20 SW SW,1701800
Leesome Lake,Washburn,143.59,53,T38N R11W S16 NE SW,2474800
Left Foot Lake,Marinette,86.19,65,T32N R20E S33 SE SW,524700
Legend Lake,Menominee,1304,74,T28N R15E S24 SW SW,339800
Lehner Lake,Washington,3.98,22,T10N R19E S22 SE NW,24500
Leigh Flowage,Oconto,238.49,52,T30N R19E S29 NW SW,519500
Leisure Lake,Washburn,71.09,26,T40N R13W S12 SW SE,2475000
Leland Millpond,Sauk,22.36,8,T10N R5E S19 NW NW,1256500
Lemon Lake,Bayfield,5.27,43,T46N R7W S8 SW NW,2766400
Leo Joerg Lake,Chippewa,11.32,16,T32N R8W S8 NE NW,1860100
Leopolis Pond,Shawano,68.27,7,T27N R14E S31 SE SW,301600
Lester Lake,Bayfield,25.8,50,T46N R8W S1 NE NE,2766500
Lewis Lake,Sawyer,52.27,15,T42N R7W S25 SW SW,1860200
Lilly Lake,Kenosha,85.26,22,T1N R19E S11 NE SE,740900
Lilly Lake,Brown,41.85,19,T23N R22E S32 NE NW,82900
Lily Lake,Lincoln,42,10,T35N R7E S17 NE NE,997800
Lily Lake,Burnett,188.5,22,T41N R14W S34 SE SW,2475300
Lily Lake,Lincoln,42,10,T35N R7E S17 NE NE,997800
Lily Lake,Forest,216.57,24,T34N R13E S23 NW NW,376900
Lily Lake,Shawano,26.41,13,T27N R17E S7 NE NW,325600
Lilypad Lake,Forest,37.8,5,T40N R14E S22 NW NE,683200
Limekiln Lake,Waupaca,29.78,46,T22N R11E S33 SE SW,264900
Lincoln Lake,Washburn,97.55,27,T40N R13W S25 SE SE,2710300
Lindquist Lake,Marinette,72.98,58,T36N R20E S6 SW NW,643800
Line Lake,Oconto,3.67,15,T32N R15E S15 NW NW,423000
Linie Lac,Waukesha,5.12,6,T6N R20E S32 SE SE,762900
Lions Lake,Portage,44.51,11,T25N R10E S16 NE NW,288800
Lipsett Lake,Burnett,392.61,24,T39N R14W S11 SE NE,2678100
Little Arbor Vitae Lake,Vilas,479.89,32,T40N R7E S33 NE SE,1545300
Little Bass Lake,Chippewa,13.51,16,T32N R9W S10 SW SW,1860500
Little Bass Lake,Oneida,43.56,65,T39N R7E S15 SW SW,998500
Little Bass Lake,Washburn,25.22,47,T40N R13W S31 NE NE,2475700
Little Bass Lake,Marathon,15.9,15,T26N R9E S20 NW NE,998100
Little Bass Lake,Bayfield,38.39,15,T43N R6W S12 NE NE,2735200
Little Bass Lake,Washburn,73.55,4,T41N R12W S5 NE NW,2475900
Little Bear Lake,Oconto,11.37,15,T33N R16E S20 SE SE,423300
Little Bear Lake,Burnett,117.67,55,T41N R14W S31 SE NW,2476000
Little Bearskin Lake,Oneida,184.08,27,T37N R6E S12 SW NE,1523500
Little Beaver Lake,Chippewa,6.37,47,T32N R8W S28 SW NE,1860800
Little Birch Lake,Forest,104.22,15,T36N R15E S30 SW NW,555400
Little Butternut Lake,Polk,184.56,23,T36N R17W S29 SW SW,2640700
Little Butternut Lake,Barron,22.39,16,T36N R13W S12 NE NE,2105900
Little Carr Lake,Oneida,50.61,30,T38N R7E S9 NE NW,998800
Little Cedar Lake,Washington,260.17,56,T10N R19E S3 NW SE,25100
Little Chelsea Lake,Taylor,15.15,30,T33N R1E S35 SE SE,2200500
Little Clam Lake,Ashland,147.44,11,T42N R4W S5 NW SE,1861100
Little Cloud Lake,Vilas,10.37,14,T40N R7E S13 NW NE,998900
Little Cranberry Lake,Sawyer,8.69,20,T40N R6W S23 NW NW,1861300
Little Crawling Stone Lake,Vilas,113.3,44,T40N R5E S20 SW SE,2324000
Little Crooked Lake,Vilas,153.67,30,T42N R6E S2 SE NE,2335500
Little Cub Lake,Forest,3.98,15,T35N R16E S18 SE SW,502200
Little Devil Lake,Washburn,51.99,34,T38N R11W S32 NE NE,2107600
Little Dummy Lake,Barron,42.69,44,T36N R13W S28 NW NW,1861400
Little Elkhart Lake,Sheboygan,51.94,25,T16N R21E S34 SW NW,46000
Little Falls Lake,Saint Croix,169.66,18,T29N R19W S8 NE SW,2607400
Little Fork Lake,Oneida,336.42,34,T39N R11E S28 NW SE,1610600
Little Friess Lake,Washington,16.17,34,T9N R19E S17 SW SW,853100
Little Granite Lake,Barron,23.37,52,T36N R13W S29 SE NW,1861600
Little Green Lake,Green Lake,462.41,28,T15N R13E S32 NE NW,162500
Little Horn Lake,Oconto,25.26,25,T33N R15E S28 SW NE,466800
Little Horseshoe Lake,Polk,42.88,28,T34N R15W S22 NW NE,2476600
Little John Junior Lake,Vilas,21.4,21,T41N R7E S29 NE SE,1861700
Little John Lake,Vilas,151.03,19,T41N R7E S20 NE SW,2332300
Little Kekegama Lake,Washburn,26.44,18,T37N R12W S22 NE NE,1861900
Little Lac Courte Oreilles,Sawyer,221.4,46,T39N R8W S8 SW NW,2390500
Little Lake,Waupaca,23.62,17,T25N R13E S18 SE NE,296900
Little Long Lake,Forest,101.46,30,T34N R14E S17 SW SE,190500
Little Maiden Lake,Oconto,34.66,20,T32N R16E S7 NE NW,487700
Little Marshall Lake,Forest,3.4,5,T37N R13E S20 NW NW,577700
Little McGraw Lake,Burnett,55.02,12,T42N R15W S13 SE SW,2477000
Little Mirror Lake,Polk,39.29,13,T36N R18W S28 NE NE,2477100
Little Moon Lake,Barron,28.83,30,T33N R14W S18 SW SE,2079100
Little Mud Lake,Fond du Lac,20.15,5,T13N R19E S12 NE NE,10200
Little Mud Lake,Sheboygan,20.15,5,T13N R19E S12 NE NE,10200
Little Mud Lake,Washburn,61.02,12,T37N R11W S12 NE NW,2107100
Little Muskego Lake,Waukesha,469.75,65,T5N R20E S9 SW NE,762700
Little Muskie Lake,Vilas,79.07,16,T40N R6E S26 SE NE,1542100
Little Newton Lake,Marinette,59.2,53,T33N R19E S4 NE SE,502300
Little Ole Lake,Sawyer,5.94,15,T42N R6W S30 NW SW,2418900
Little Pickerel Lake,Oconto,25.35,20,T33N R15E S11 SW SW,475000
Little Pigeon Lake,Manitowoc,7.74,14.5,T18N R22E S33 SW SE,63800
Little Pike Lake,Iron,95.98,20,T42N R3E S2 NW SW,2313100
Little Pine Lake,Forest,5.24,11,T37N R12E S10 NW NW,190600
Little Pine Lake,Chippewa,10.7,32,T32N R9W S4 SE NE,2092400
Little Pine Lake,Polk,59.09,10,T35N R17W S10 NE SW,2498800
Little Plummer Lake,Chippewa,11.11,34,T32N R8W S34 NW SW,2348800
Little Popple Lake,Forest,24.72,5,T35N R14E S20 NW SW,190700
Little Rock Lake,Vilas,38.79,10,T41N R6E S35 NE NE,1862100
Little Rose Lakes,Langlade,3.91,18,T32N R14E S23 SE SE,420200
Little Rose Lakes,Langlade,3.8,28,T32N R14E S26 NE NE,424300
Little Rose Lakes ,Langlade,1.68,7,T32N R14E S26 NW NE,494100
Little Round Lake,Sawyer,179.23,38,T41N R8W S36 SE SW,2395500
Little Saint Germain Lake,Vilas,971.67,53,T40N R8E S35 SE SW,1596300
Little Sand Lake,Douglas,70.82,21,T42N R13W S4 NW NW,2477700
Little Sand Lake,Langlade,236.95,20,T34N R13E S6 NW NW,389700
Little Sand Lake,Barron,94.21,39,T36N R14W S27 SW NW,2661600
Little Sand Lake,Forest,236.95,20,T34N R13E S6 NW NW,389700
Little Sand Lake,Sawyer,79.16,14,T39N R9W S20 SW NW,1862200
Little Sand Lake,Washburn,70.82,21,T42N R13W S4 NW NW,2477700
Little Simms Lake,Douglas,13.18,13,T44N R10W S31 NW SE,2477800
Little Siskiwit Lake,Bayfield,24.05,16,T50N R6W S22 NW NE,2882200
Little Sissabagama Lake,Sawyer,307.62,75,T38N R9W S17 NW SW,2394100
Little Spider Lake,Vilas,222.65,23,T40N R6E S11 NW SW,1540400
Little Star Lake,Bayfield,5.24,60,T45N R7W S10 NE SE,2766900
Little Star Lake,Forest,20.59,17,T35N R14E S19 SW SE,190900
Little Star Lake,Vilas,259.99,67,T42N R5E S22 NW NE,2334300
Little Stone Lake,Washburn,27.17,13,T39N R10W S24 NW NE,1862400
Little Tomahawk Lake,Oneida,162.88,48,T38N R7E S8 NW SE,1543900
Little Trade Lake,Burnett,125.89,19,T37N R18W S21 SW SW,2639300
Little Trout Lake,Vilas,1006.51,98,T41N R5E S10 NE NE,2321600
Little Twin Lake,Green Lake,25.2,46,T15N R13E S5 SE NE,146400
Little Twin Lake,Chippewa,2.61,27,T32N R7W S19 SE SE,1862600
Little Van Zile Lake,Florence,16.84,11,T38N R15E S31 SW SE,587700
Little Wapato Lake,Oconto,7.37,20,T32N R15E S6 NE NE,466300
Little Wapoose Lake,Forest,16.66,6,T40N R14E S26 SE SW,684400
Little Wood Lake,Burnett,195.52,23,T38N R18W S25 NW SW,2650900
Little Yellow Lake,Burnett,332.39,21,T40N R17W S24 SW NW,2674800
Logger Lake,Chippewa,23.83,22,T32N R8W S20 SE NE,1862700
Lone Stone Lake,Oneida,170.76,30,T39N R11E S11 SE SW,1605600
Lone Wolf Lake,Forest,10.69,15,T39N R12E S3 NE NW,1606400
Long Lake,Waupaca,112.29,76,T21N R11E S4 SW SW,261200
Long Lake,Washburn,83.44,11,T38N R13W S35 NW SE,2664500
Long Lake,Sauk,71.82,10,T8N R2E S13 NE SE,1236600
Long Lake,Bayfield,32.08,10,T48N R5W S6 SW SW,2767200
Long Lake,Price,237.6,49,T39N R2W S30 SE NW,2282000
Long Lake,Douglas,45.59,25,T45N R11W S31 SE SE,2751000
Long Lake,Polk,46.7,31,T36N R16W S20 SE NE,2483100
Long Lake,Ashland,17.1,5,T45N R4W S19 SE NW,2767000
Long Lake,Ashland,111.11,13,T44N R2W S29 SE SW,2934800
Long Lake,Chippewa,5.89,25,T31N R8W S34 NE NE,2170800
Long Lake,Manitowoc,127.27,38,T19N R21E S7 SW SE,77500
Long Lake,Florence,337.34,21,T39N R15E S19 NW SE,677400
Long Lake,Florence,73.36,75,T40N R19E S34 SW SW,702500
Long Lake,Waushara,39.82,14,T20N R9E S17 SE NW,1000800
Long Lake,Racine,104.57,25,T4N R20E S7 NE NW,761100
Long Lake,Taylor,7.2,10,T32N R2W S35 NE SW,2165600
Long Lake,Sheboygan,423.48,47,T14N R19E S25 NW SW,38700
Long Lake,Waupaca,14.68,46,T25N R13E S22 NW SW,296100
Long Lake,Bayfield,279.62,28,T47N R8W S2 SW NW,2767100
Long Lake,Douglas,17.95,10,T46N R13W S10 SE SW,2855900
Long Lake,Iron,370.13,34,T44N R4E S32 SW SW,2303500
Long Lake,Shawano,86.64,35,T26N R15E S26 SE NW,321300
Long Lake,Polk,60.93,44,T35N R15W S25 NW SW,2631600
Long Lake,Fond du Lac,423.48,47,T14N R19E S25 NW SW,38700
Long Lake,Chippewa,935.7,101,T32N R8W S18 SW NE,2351400
Long Lake,Burnett,222.41,41,T40N R14W S6 NE NE,2674100
Long Lake,Vilas,885.83,88,T41N R12E S7 SE NW,1602300
Long Lake,Oneida,58.68,15,T39N R10E S32 NE SW,1618300
Long Lake,Price,419.4,54,T37N R1W S14 SE SE,2239300
Long Lake,Chippewa,28.03,16,T31N R7W S5 SW SW,1862800
Long Lake,Racine,84.25,5,T3N R19E S20 NE SE,759000
Long Lake,Waushara,254.2,71,T20N R12E S7 SW SW,191100
Long Lake,Florence,73.36,75,T40N R19E S34 SW SW,702500
Long Lake,Columbia,108.77,20,T12N R9E S17 SE SE,1000700
Long Lake,Langlade,69.45,24,T33N R10E S35 SE NE,1000900
Long Lake,Oneida,112.9,58,T37N R7E S10 NW NE,1001300
Long Lake,Richland,71.82,10,T8N R2E S13 NE SE,1236600
Long Lake,Oneida,604.26,31,T39N R11E S8 NW NE,1609000
Long Lake,Polk,273.34,17,T34N R17W S7 NE NE,2478200
Long Lake,Forest,337.34,21,T39N R15E S19 NW SE,677400
Long Lake,Washburn,3477.93,74,T37N R11W S24 SW SW,2106800
Long Lake,Lincoln,119.21,64,T34N R8E S15 SW NE,1001000
Long Lake ,Douglas,24.32,3,T43N R12W S11 NE SW,2478400
Long Trade Lake,Polk,150.49,13,T36N R18W S4 SE NE,2640500
Loon Lake,Langlade,43.68,13,T34N R11E S34 NE SE,191400
Loon Lake,Washburn,40.9,49,T37N R10W S16 SW NE,1863200
Loon Lake,Douglas,54.09,35,T43N R13W S27 SE NE,2478900
Loon Lake,Ashland,32.43,23,T45N R2W S29 NW SE,2767300
Loon Lake,Shawano,326.57,22,T27N R16E S12 SW NE,323800
Loon Lake,Washburn,39.68,46,T37N R10W S8 NW SW,1863100
Loon Lake,Washburn,50.07,63,T40N R13W S22 SW NW,2709400
Loon Lake,Douglas,101.05,20,T45N R10W S13 SE NW,2479000
Loon Lake,Douglas,36.09,10,T42N R11W S1 NW NW,2479100
Loon Lake,Barron,90.97,26,T35N R14W S32 SW SE,2478600
Loon Lake,Washburn,36.09,10,T42N R11W S1 NW NW,2479100
Loon Lake,Chippewa,133.89,9,T32N R9W S22 NE NW,1863000
Loon Lake ,Burnett,190.53,28,T40N R15W S1 NW NW,2673500
Loretta Lake (U Brunet Flowage),Sawyer,129.86,12,T39N R4W S4 SW NW,2382700
Lost Canoe Lake,Vilas,279.43,41,T42N R7E S35 SE NW,2339800
Lost Lake,Chippewa,3.64,35,T32N R8W S6 NW SE,1863300
Lost Lake,Dodge,246.98,8,T11N R13E S4 SW SW,837100
Lost Lake,Oneida,160.38,18,T38N R9E S24 SW SW,1575100
Lost Lake,Washburn,46.94,11,T37N R10W S10 SE SE,1863400
Lost Lake,Rusk,14.43,14,T36N R9W S35 NW SE,2111500
Lost Lake,Taylor,20.2,25,T33N R2W S36 SE SW,2166600
Lost Lake,Marathon,42.07,23,T27N R10E S6 NW SW,1407000
Lost Lake,Vilas,538.56,20,T40N R8E S9 SE NW,1593400
Lost Lake,Florence,83.71,45,T39N R15E S12 NE NW,588000
Lost Land Lake,Sawyer,1263.79,21,T42N R6W S29 NE SE,2418600
Lotus Lake,Polk,236.88,15,T33N R18W S21 SE NW,2616900
Love Lake,Burnett,207.12,63,T40N R16W S2 SW SE,2671000
Lovejoy Lake,Sawyer,77.18,24,T41N R7W S30 NE NW,2395900
Loveless Lake,Polk,131.5,20,T34N R17W S17 NE NE,2620000
Lowell Millpond,Dodge,11.33,7,T10N R14E S15 NE NW,833200
Lower Bass Lake,Langlade,83.68,20,T33N R10E S36 NW NE,1002300
Lower Clam Lake,Burnett,366.46,14,T39N R16W S26 SE SW,2655300
Lower Clam Lake,Sawyer,213.74,30,T42N R5W S12 NW SE,2429300
Lower Clear Lake,Langlade,79.28,21,T33N R10E S25 SW SW,1002400
Lower Devils Lake,Barron,131.42,26,T36N R11W S5 SW SW,1864000
Lower Eau Claire Lake,Bayfield,784.36,41,T44N R10W S36 NW NW,2741600
Lower Eau Claire Lake,Douglas,784.36,41,T44N R10W S36 NW NW,2741600
Lower Genesee Lake,Waukesha,62.8,45,T7N R17E S27 NW NW,778100
Lower Island Lake,Oconto,13.09,25,T32N R15E S24 SE NW,489800
Lower Jones Lake,Oconto,4.89,15,T32N R15E S18 NW SE,424000
Lower Kaubashine Lake,Oneida,198.04,36,T38N R6E S4 SW NW,1534800
Lower Kimball Lake,Washburn,124.52,6,T42N R13W S14 SE SW,2691800
Lower McKenzie Lake,Washburn,206.41,17,T41N R13W S32 SW NE,2706300
Lower McKenzie Lake,Burnett,206.41,17,T41N R13W S32 SW NE,2706300
Lower Nashotah Lake,Waukesha,92.84,43,T7N R17E S13 NW SE,827300
Lower Nemahbin Lake,Waukesha,238.62,36,T7N R17E S24 NW SW,827000
Lower Ox Lake,Douglas,40.1,15,T44N R11W S8 SE SW,2744300
Lower Park Falls Flowage 762,Price,61.97,16,T40N R1W S25 SW NW,2290100
Lower Phantom Lake,Waukesha,373.02,12,T5N R18E S35 NE NE,765800
Lower Pine Lake,Polk,96.19,102,T32N R18W S23 SW NE,2479900
Lower Post Lake,Langlade,378.83,9,T34N R11E S14 NW NE,397100
Lower Red Lake,Shawano,193.54,28,T27N R14E S2 SE SW,327800
Lower Sugarbush Lake,Vilas,179.64,61,T41N R5E S18 NE NW,2317600
Lower Turtle Lake,Barron,285.88,24,T33N R14W S2 NW NW,2079700
Lower Vermillion Lake,Barron,214.55,55,T35N R13W S22 NE SW,2098200
Lower Wapato Lake,Oconto,37.97,10,T32N R15E S5 NW NW,466100
Lowes Lake,Washington,23.7,23,T9N R18E S25 NW SE,852900
Lowland Lake,Chippewa,12.68,20,T32N R8W S33 SE SE,2173400
Loyhead Lake,Washburn,72.53,35,T38N R10W S13 SW NW,1864200
Lucas Lake,Washington,69.33,15,T11N R19E S22 NW NW,35900
Ludden Lake,Iowa,56.28,14,T5N R2E S36 NE NW,930700
Ludington Lake,Forest,28.8,30,T35N R14E S32 NW NE,191900
Ludowissi Lake,Ozaukee,10.79,25,T12N R21E S1 NW SE,49800
Lulu Lake,Shawano,36.63,13,T27N R16E S12 NW NW,324000
Lulu Lake,Walworth,95.12,40,T4N R17E S2 NE SW,768800
Luna Lake,Forest,64.33,35,T40N R12E S35 NW SW,1606700
Lund Lake,Bayfield,17.01,38,T45N R7W S5 NE NE,2767800
Lund Lake,Douglas,57.92,27,T44N R10W S2 SE SW,2480300
Lundgren Lake,Marinette,30.11,62,T36N R20E S6 SE SW,588200
Lyman Lake,Douglas,370.45,15,T46N R13W S22 NE NW,2856400
Lyman Lake,Waushara,8.25,27,T19N R9E S15 SE NE,105600
Lynch Lake,Sawyer,5.82,10,T42N R6W S22 NE NE,2417500
Lynx Lake,Vilas,307.19,48,T43N R7E S18 NE SW,2954500
Lyons Millpond,Walworth,10.31,4,T2N R18E S10 SW SE,757400
Machickanee Flowage (Stiles),Oconto,436.12,21,T28N R20E S34 NE SW,448200
Mack Lake,Washburn,80.3,13,T41N R12W S29 SW SW,2480600
Mackaysee Lake,Door,347,27,T31N R26E S4 NE SW,93500
Madden Lakes,Marquette,4.37,15,T14N R10E S17 SW NW,173700
Madden Lakes,Marquette,7.24,19,T14N R10E S17 SW NW,173600
Madden Lakes,Marquette,19.47,34,T14N R10E S17 SW SW,173500
Madeline Lake,Vilas,171.52,17,T39N R7E S8 NW NW,1544700
Madeline Lake,Oneida,171.52,17,T39N R7E S8 NW NW,1544700
Magnor Lake,Polk,229.35,26,T33N R15W S22 SE SE,2624600
Maiden Lake,Oconto,278.17,52,T32N R16E S7 SW NE,487500
